"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14"
"再生",-0.0424585056684572,-0.0311786488628886,0.0195702846452752,-0.0271462280178806,0.0246976452168199,-0.054779474939343,0.0622143249156931,-0.0303260416085074,0.0683336763673817,-0.00229336993757807,-0.0417466035940234,0.0484561992967831,0.0470370669705816,-0.00394142733409598
"最大",0.0261497355354893,0.0353867999386515,0.0285706909344786,0.0474853424899308,0.0386055723659245,-0.0802046326131531,0.0243488219565513,0.0235981425900198,0.0010951764721773,0.0243103032860774,0.0178226332691614,0.0312817874262243,-0.0177332604073594,-0.0131222427087159
"栽培",0.0127268402979755,0.00887536468338722,-0.00214846492517745,0.0696198454351761,0.00359568783416851,0.0161308789335692,0.000656530612816316,0.00412150390435408,0.0809853966092088,-0.00663866016865633,0.0262620842710765,0.0192103441906211,-0.0702399107288445,0.000238361967760889
"細根",0.0115390095671916,0.00932107800866098,-0.00273473083085195,0.00177124724382725,-0.0302022636425179,0.0211312913228908,-0.0531825181522546,-0.0489826842004838,-0.00643044090092545,0.0064382594354092,-0.00887450032988839,-0.00694099640463846,-0.040104944097054,-0.00147666258964297
"際",-0.0124135952052284,0.012461632277443,0.0371233227104197,-0.0500911011261352,-0.00926072771566727,-0.0302249679124793,0.0524368503524393,0.00851794307822083,0.0493213838462354,0.0163358210834716,0.013041965944312,-0.00239724409603311,0.00857620522434276,-0.00387563975294198
"在来",0.0135391596085296,0.0765089301189052,0.0640672326570335,0.108280566896738,0.0287452606233511,-0.0208180181707652,0.0108548051016357,-0.0122693563554721,0.138914887425702,0.0117161953267924,0.00620206330684622,0.00466827310361955,-0.0583145587461677,0.0155693335393037
"材",-0.010775359633552,-0.0617495516435743,-0.01819457445613,0.0331173690580526,0.0209152078336138,-0.0224167298861527,0.0237753129980499,-0.039424713075604,0.0551505633982178,-0.0426448213911727,-0.0150554924377657,0.0761781334581559,0.0466760282322252,0.00108904064800152
"作成",0.0115511343717203,0.0427048436927045,-0.00753184021709404,0.00371203104626726,0.0125850305259497,-0.00239353976735703,-0.0136804363537401,0.0764184021135878,-0.0264756566864758,-0.0209842153703408,0.05307188901012,-0.0353724878605282,0.004816811364817,-0.00798159030112876
"作用",-0.0151963988679421,0.0286830641120002,0.0559812166115131,-0.0299734250249476,0.048110171502505,-0.00373140746308261,0.0384277546165936,0.0611046983682674,-0.00224135250067848,-0.000170823509477345,-0.029341338367984,-0.0819871809402778,-0.0310967127516026,0.00287093159052131
"柵",0.00566272066191826,0.0323355208873033,-0.00842376268540397,-0.0983825551624843,-0.00800710533905969,-0.037261316314784,0.0418496150633235,-0.0226596516853632,0.0136347672240678,0.0236599374560081,-0.0603703967941767,-0.0606570151295421,-0.00683104188003318,-0.00803414745284126
"撮影",0.0477988608115601,-0.0407392643930231,0.0176196260880917,-0.00236482918192371,-0.00485695207190564,0.0244868764277748,0.0206439480381115,-0.0102617865001175,0.0259197327708404,0.0183458880712589,-0.0534087861531502,0.0312021311942924,-0.0145998609887229,0.00742472723510057
"三宅島",0.00724194394601791,-0.00846635356104886,0.0199056882431057,-0.0117742279054782,-0.00304603404927309,0.0354684001566396,-0.00957239954112367,-0.00322679761189438,-0.00923282858818081,0.00199394312430531,0.0185041363510799,0.0404444610196128,-0.0135967817614844,1.54440462668572e-05
"山岳",-0.00100434252991242,-0.00550487183145559,-0.00972696266764149,-0.0311037402464855,0.00982554594125885,-0.00109454461129572,0.027485324050533,-0.0224042662552482,0.00620668913136126,0.0173032894943582,0.0500262240753837,-0.0476631973360594,0.0202306195744415,0.000763574148113092
"山地",-0.00178436087438348,0.0314537226371989,0.00832736141805636,-0.0466248914585554,-0.0352223958099978,-0.0362270643115372,-0.0339792531407454,-0.013801581632935,0.00693044047654801,0.0056326970347838,0.0639596088903486,0.0261352794629487,0.0673440093523785,-0.000616841413089009
"散布",-0.0650282994617947,-0.0162047784094408,-0.0027684892056284,0.00918404801293523,0.0152877597211486,-0.0657165661523249,0.120587342223216,0.0453148124771144,0.00449471911351632,-0.065707848856632,0.034824436555957,-0.0647813377740366,-0.00331991951047018,-0.00649719819541018
"産卵",-0.00811760807777888,0.00591243233318294,0.0192710837484468,0.0206294150422117,0.0106599392576139,-0.0177894594781469,-0.00554341671786724,-0.0151866195053839,0.0249906311126799,-0.0244790876793838,0.00557963622137205,0.0140833246622871,0.0320543279624664,0.000106720884126913
"算出",0.0530429020015479,-0.0147369781995949,0.0250449007044748,-0.0172500705009701,0.0105431642531271,0.00905300414759175,-0.0472300297597422,0.0432173829671116,0.031943892575488,0.0182415463009672,0.025878530774423,-0.00322449936568127,0.00494060570465103,0.00780618100133361
"酸素",0.00311452020846178,-0.00315182281908159,0.0159357189486254,-0.0117658194545357,-0.0133812988783389,0.0102240939100436,0.0033718285177154,0.0314482996595281,0.0210762671183332,0.0490262717265061,-0.0140087541527478,0.0274188483226479,0.0158426375419583,0.000544026237022577
"残存",0.024901852525455,0.0071517855353554,-0.0187227721787757,0.0177529727499537,0.0380710132834364,0.0278531276391804,0.0120949488411484,0.00284963476443897,-0.0362823534690665,-0.017249829902959,-0.0101897482097555,0.0271825661536972,-0.0199785685110335,-0.00881752101612104
"使用",0.00684883415005239,0.0192984826680903,-0.0289265909860728,0.0219756961427857,-0.0123960522924926,-0.00231092088539902,0.00872410851676285,0.0105448680003133,0.00886348899674353,-0.0368473850017026,0.0177887732992012,0.0331738769606829,0.0420607195586505,-0.00410487019592024
"市街地",-0.00482166338974782,0.00960162395244749,0.0126963911205751,-0.0135611186274266,-0.0216510910159122,-0.00835654878599828,0.00314746651138026,0.0163261842656125,0.00110050210725528,-0.0618694119522531,-0.015023455563214,-0.00785696962655548,0.0282755431012947,-0.00621973496738504
"指数",0.0235250014228282,0.0282898091084532,-0.0508266695774024,-0.0542904921357204,-0.00519306915647722,0.0436275985321903,-0.00897788127257277,0.0201439150545761,0.101805965471561,0.0688078348551303,-0.0055245400550426,0.0567804565378664,0.0045557386935884,0.0178291570121051
"指摘",-0.00219966679170722,0.0472817791554593,0.0141528189104581,-0.00519952097442233,-0.0637879268770752,-0.0111968933930883,0.0080175706324637,0.0238006214374533,-0.0447257552620272,0.0136791703452501,0.0350931144578223,0.0183176716417569,0.00841359789538704,0.00744946491327586
"支",0.00864249011864839,0.00993714321997631,0.0182018605203879,-0.0124032416248214,-0.0173427613281746,-0.045496900471598,0.04090222783522,-0.00298276452758961,-0.0358942448313777,-0.0597989232178801,-0.0416167200297511,0.0176390523567614,0.0129127467081403,-0.00241921255517847
"施",-0.0213205133805399,0.0258599355700007,0.0220054772229647,0.0443593268231547,0.0406201363989234,0.00764556605903432,-0.0369608002751554,-0.0430613632807768,0.00744846518830545,0.0185554063363405,-0.0329479526863466,-0.0258348201909418,0.0115747317745417,0.000162451917345352
"枝",0.00104640038328911,0.0151037958798844,0.0141140623638727,-0.0176798154983445,-0.0163773157445614,-0.0257923396298361,-0.0201017074963975,0.0119835304616712,0.00381652187098466,-0.0281490101733198,0.0204970645257928,0.0574188717989546,0.0685876717257056,-0.00316702937936682
"死体",0.00578358010370544,0.0109770147897185,-0.00214946853173335,0.00405662322144607,-0.0138846357048673,-0.0172165082230177,0.00592334891222923,-0.039609341444509,-0.0365205106085967,0.0198393527306229,-0.0369183812193565,0.00406958876276846,-0.0101351679602926,0.00377670088616193
"死亡率",-0.0150374214929353,0.0192367354174634,0.0076648500943499,-0.00807056562355545,-0.0399100810224744,0.0198959491823026,-0.0077447719408086,-0.00964121604369688,-0.0191827521120725,-0.0229513362489884,-0.0463499219404096,-0.0448403092952875,-0.00607057134212746,0.00927728818708025
"視点",-0.017303885850181,-0.0503393240885981,-0.0552673203100019,0.037400623448249,-0.0155680443416433,0.00344385104553582,0.00347749242050572,0.03854096965019,0.00259915928025136,0.0115924802567653,-0.0135679109326527,0.0202773787972276,0.00934519875685585,-0.00431443164404243
"試験",-0.0450428306037714,-0.0447339163775182,0.0102181664102459,-0.000298040301951362,0.0490270321639925,0.00669220037978323,0.0142953498912526,0.0412025380923361,0.0218721087558527,-0.0181887871382008,-0.0465317882048578,-0.0911278022107744,0.0189466488838501,0.0018753017122079
"試料",0.0102280090149058,-0.00272759466245296,0.0199453948146807,-0.0155194946317355,-0.00879309772742324,0.0156750304296572,-0.0187531057428228,-0.00297335619658846,-0.00294216196366941,-0.0226487485027294,0.022553861262448,0.0551528456083661,0.0224111817558308,-0.00217056135196172
"事",-0.0167108693833589,0.059904745598433,0.00198400337293787,0.0348977977438621,0.0234004233467592,0.0139385173515118,-0.0525730426845681,-0.00979695464189494,-0.0141777206801059,0.0138946280096722,-0.0140785446429219,0.0351585347617545,0.0669006571619215,0.00516285402414164
"事例",0.0151710002556284,0.0311196891267773,-0.0125770807624692,0.0626812714294723,-0.0234324834533664,-0.0285042928480884,0.0356048129011925,-0.0468583567094661,-0.0336316899194805,-0.00567392656255721,0.0381229154035236,-0.0127286941130495,0.0741238024592129,-0.00257944326490915
"持続",0.00375256428286098,-0.00375815593297311,0.014793337258269,-0.0108498138563919,-0.0128548789136604,0.00959380050376946,0.00347043965429703,0.0301465824706108,0.0217876457477009,0.0470239891847907,-0.015040040049021,0.0250096485311585,0.0156046347557837,0.0067548451723401
"時期",0.0146927268792532,0.0224471516804666,-0.0716728349169524,-0.00507113017851515,-0.0769478194281915,-0.0167433943562518,0.0535124451843324,0.0674923261323299,0.0137809107587381,-0.000339133701602367,0.0141523183562854,-0.0709067846576019,0.0781532300287333,-0.0217012265904831
"時系列",0.0685148441958253,-0.0272783880114294,0.0249956773281609,-0.00102270330980575,0.0214558845302289,-0.00872031832700079,0.00128674511510157,-0.00549573795344163,-0.0310204790389959,0.0155440566540381,0.0372317318904817,-0.0378834837866626,-0.062465212772695,-0.00958717300244335
"識別",-0.0125863003831477,0.015738472472954,-0.00507003177563671,-0.039565069026087,0.0357884008833398,0.0171976014396661,0.0089483941775823,0.0213008004948331,-0.0060702884678768,-0.0330023779480164,-0.0288285259041425,-0.0433404682816603,-0.00570816487600609,0.00232525142382808
"湿原",-0.0283223591228021,-0.0283661421882111,0.0844334656413945,0.0418722928467981,-0.0623242930878961,-0.0604348457464606,0.101133844494628,-0.0469183165135846,-0.145091503750451,0.06439340999114,-0.048925820923552,-0.103728016791987,0.00857096852346935,0.00653063395478111
"湿地",0.00176110987094271,-0.0511773123892364,-0.0613513837727793,0.0539223894987313,-0.0659593389818084,-0.00678588802135266,0.0249709429414363,0.104523117628873,0.0335536731606767,0.0110573136343536,0.0225426551790974,-0.0726195203694089,-0.032155006550083,0.0031462286128628
"質",-0.0590223574567546,0.0443054065032668,-0.0225344329838862,0.0387267233910646,-0.0177102713610712,0.0100331111368333,-0.0119780860166057,0.0141189544551083,0.00905044789734005,-0.0222790960977394,0.0332962802297425,-0.0386667836535494,-0.0116387638525601,0.0058459604972612
"実証",0.00760723408460466,0.0151007498321925,0.0125037445398259,-0.064197683027395,0.00959206449703595,0.0220519216508151,0.0128402275205261,-0.0426360059777153,-0.0471692944787095,-0.0257601682762571,-0.0107154237911304,-0.00975145350864649,0.0111951905547074,0.00294943872871137
"実生",0.0114926400322007,0.0206587672735215,-0.0224374473581944,0.0255976863288803,0.0484714799382354,-0.0407372986595398,-0.0426960582073264,-0.0388204584239915,-0.028127099347638,0.00663512110697975,-0.045674456600786,-0.107409895872511,-0.065263030275851,-0.0211709934036719
"斜面",-0.024473490416853,-0.0259555422819709,0.0147248323584639,-0.0718577376121044,0.0512428363299209,0.0613830334172983,-0.0134186556301131,0.0518901476891859,-0.0657967181379997,-0.000171140276225888,0.0355080778091014,-0.0206834857850142,0.00213723284553439,0.000837965057642438
"主要",0.00983054147146433,0.0628939532156454,0.0223176497179649,0.0169864095559384,0.0263592978081905,0.0262903267983191,-0.0181786515074434,0.0209039223496487,0.0181321227101015,-0.0182835334988712,-0.0171394441959968,-0.0338570231277435,0.00168698330424652,0.00842943474776799
"種子",0.0187568930291443,0.0416210126885335,-0.0207998992063892,-0.0194724318354731,0.077668946252783,-0.170378137728088,0.165814416901325,0.0671161521725113,-0.0258903218330444,-0.0527840207279717,0.0301174757480985,-0.100632525386993,-0.0545272336789563,0.0318321097134477
"種類",-0.00707731429315039,0.00624171840531719,0.0144185005319182,0.030066166554377,-0.00888502688108074,0.00643060683227798,-0.0172514958554052,-0.0347544495110871,0.0343121692570968,0.0364268571503442,-0.0429253091850523,-0.0173798337230681,0.0168530602277963,0.00583437647883507
"樹冠",-0.0407705958051704,0.0404096627020467,0.0565419286669974,0.0149966362689449,-0.029247853765926,0.00789204028395914,-0.0245940875793081,-0.0228448043509245,0.00587164990035226,-0.000228585291179179,-0.0181610756227813,0.0222701080140073,0.0414106703910878,0.0085839769721698
"樹幹",0.0215429249842317,-0.0160967395291394,0.0120729788694241,-0.00186127442108875,0.00521802041668694,0.013909697886898,0.0114572995154655,-0.0277662380468892,-0.0223661451421766,-0.0160631472892855,-0.00551930897903455,0.0297082514984028,-0.0288216781000973,-0.000775547937597231
"周囲",0.0268660238492562,-0.0142340776805874,-0.0146566825278402,0.019514226545771,-0.00844185509202364,0.048634431352814,0.0119795388568643,0.00558692267832954,0.0268660997763434,-0.0034103366601399,-0.00609267579138188,0.0259586677961938,-0.00472438705014018,0.00419748683270167
"秋",0.0377569194429253,-0.0182155566957957,0.0270461101325327,-0.011460242336257,-0.0116924300123817,-0.00289986769578883,0.0156355362816378,0.0024892629317837,0.00376620963469262,0.0330261522530228,-0.0226719696850315,0.0567786773593782,-0.0568435347367658,0.0045017165019503
"集会",-0.0610858811781316,-0.0235087057893521,-0.0295815738004722,0.00521785702162182,0.00687133768141629,0.0051132383951463,-0.0143621929207284,0.0255266057464032,-0.0421098857519291,0.000127905449568655,0.0318238238722954,-0.0108582501932939,0.0579431355208933,0.00202769379111211
"集合",0.034660190957873,-0.0121657084956825,0.00296321179822796,0.00422588002494061,-6.39903471631958e-05,0.00926176526320741,-0.0127575462938698,0.0193339059690329,0.0120846678936399,0.0781086618559202,-0.0246668800677421,-0.0882376348435085,0.0631705925414999,0.00753183576369927
"集団",0.0202128266749131,0.0320480593491884,-0.0136201865608604,-0.0269118666222016,-0.0748027278947618,0.0555925228039136,0.0245678429145368,0.0161817103165156,0.0182894721231296,-0.026255547743618,0.0897498145595594,-0.00184492295137661,0.0502092645787295,0.00523249357137765
"集中",0.0155487314934881,-0.0140957391255601,0.006207587010982,0.00234537783057152,-0.00872871995725699,-0.000424840720446391,0.011167185249987,0.0118771447427477,0.0135994159650767,0.0296037379651161,0.00671438923640523,-0.0347883065221367,0.0263451510287305,0.00124208437243852
"十分",0.0123418434583047,0.0107594921594781,0.0179211454006926,-0.05612430682895,-0.0158529825625051,-0.0492705618763445,0.0285387571683777,0.0113982093674154,0.0156467446921982,0.0471958584714291,0.0359967260354889,0.0472577675677137,0.0265217084274764,0.0135913834320907
"従来",0.00165543772552064,0.0249515703096632,0.0238997620219829,-0.0648333678302624,-0.00370661160770154,0.026236538186743,-0.0140757044295761,0.0146865969200628,-0.00817136416253801,0.0523861793947579,-0.0224536287456815,0.0370642581187357,-0.0540092067999411,-0.00391144618443287
"重複",0.0160175990051829,-0.00621464951276963,0.00196925055682162,-0.00420274891795918,-0.0125873799850044,-0.0166700444280072,-0.0062130752747232,0.0131914855656488,0.0369765817538443,-0.00567432596275855,-0.0221852309947057,0.0137664933718977,0.0504455390804226,0.0027618279295232
"重要性",0.00535724696163911,0.000616203636762628,-0.034398061536176,-0.0165994869375516,-0.0331222475395991,0.0139528622376366,-0.0177777681756139,-0.00352033659791598,-0.0666537886189695,-0.00353789426927008,-0.0333570990354592,0.0148324342966901,-0.00471120647553945,-0.0126795574482129
"重量",-0.00612308778671501,0.0181237629364601,-0.0198901098355333,0.0188845295735989,-0.0190436951079247,0.0267001887380032,0.0323547944043919,0.0269342141867556,-0.00304102286489336,-0.0338782443540164,-0.00501506206638731,-0.00756304569718604,-0.00674957900550391,-0.00440180800370878
"宿主",0.125532567062679,0.0489150900620118,-0.0931653661829425,0.0279198588332765,0.0465369993709406,-0.0222784686772623,0.0629697102682346,-0.0567257361030242,-0.0864213471640034,-0.0232912310851687,0.0450952012418691,0.0119849872526107,-0.00131436275430448,-0.00881693747961038
"出水",0.00772831980010389,-0.0195939129317273,-0.0098401161611992,-0.0484474804357024,0.0219250927634643,0.0447657755942952,0.0104552604409813,-0.052519198685934,0.0258456589194914,-0.0222130653299174,0.0246205090746597,0.0176951288927026,-0.0248180858229293,-0.0057840168604634
"春",0.00640410458846566,-0.00271124316121354,-0.0137452717671615,-0.0262878500259663,-0.000101727145374728,-0.0131575373045138,0.00341207154440688,0.00260816240930065,0.0550966337481488,0.0208736135993562,-0.00251023050071662,-0.0115080632653716,-0.0263911584280307,0.00135639929046662
"循環",-0.0297988490186864,0.0631464482952138,0.0523063526011559,0.00903271224992565,0.0820175251067051,-0.0244150318507217,0.0602293199828769,0.0141806972381702,-0.0227724292781254,0.00467707101559584,0.0446079788990282,0.0604373635525803,0.0824068035254011,-0.00185846898465259
"処理",0.0393661566012857,0.0542191241616354,-0.042807336567054,0.0654581590303755,-0.0490348785786066,0.0572488848093435,-0.0328877614182674,-0.0562006879689662,0.059043965901903,-0.0396029744592822,0.0553132663453854,-0.0731893181953589,0.0337157425648088,-0.00902189592480459
"初期",-0.0121929309467806,0.0446441900317981,-0.0272448486767121,0.0156534410215192,0.0434432926379823,-0.000982729514333809,-0.0236011181828563,-0.0355631299907795,0.0229261799880911,-0.0265947149381131,-0.0082743882610422,0.00632987558225325,0.0650831854126077,-0.000349586525592748
"除去",0.00438403222911247,0.0197250362143464,0.0109590532399304,-0.00111889594283996,-0.0327220406694454,-0.0125611613950383,0.0022706149380156,-0.0457039414158154,-0.0649047696205183,0.0597168989393253,-0.0141583684954226,-0.00536452134777368,0.00723347497079479,0.000527753366342064
"小型",-0.002569174967273,0.0649877440928501,-0.00798616323338023,0.0171755605402717,-0.0792980282474136,0.00435802832132348,0.0155027285618065,-0.0117329544778733,-0.0783655914815533,0.0680292140990644,0.00364276746526089,0.0122443136685423,-0.0392782267248107,0.00785227685026913
"床",0.0569832367007254,0.00215331838536703,0.0476972434231816,-0.0364720521906098,-0.00526575544544229,0.056961020516684,-0.05754992516749,0.0263849974680504,-0.027019017670542,-0.000771460779196405,-0.0638483551060973,-0.0242846392118014,0.0100825099414363,-0.00056773003418417
"消失",0.0138533532775351,0.0202926913756432,0.00757109195095257,-0.00234443160816769,0.0687893038092156,-0.0803207638143389,0.0445092249782304,-0.033355030376814,-0.0270267156623897,0.0130550196547449,-0.0336205527775453,0.0154512441504859,-0.0882863100752249,-0.0106380572477671
"消費",-0.0168988084869464,0.00845377741137988,-0.00325059538243996,-0.0451323984189295,0.00798194342328711,0.00935544046060238,0.0163623892675673,-0.00647297531516568,0.0135847934676093,0.0270944449109279,0.0220917254124966,0.02425313068437,0.00164849401673205,-0.00316526150670785
"消費者",0.0241289906021141,0.0156755248337366,-0.0457609545917235,0.0413176769291807,0.0193543775497405,0.032813034565275,0.0257290759260876,0.0509742015429265,0.006655483175835,0.0236823483855585,0.00536870953438107,-0.0215981062294523,0.0338957201683541,-0.00428416644669951
"詳細",0.0242005917741995,-0.0136537459622254,0.00311379753097381,-0.0247557739005925,0.00568775282516454,-0.00912901532169591,0.022491971097396,-0.034620291480138,-0.0080690366156001,0.00316084775594629,0.053637292447145,-0.0245282932605455,-0.0414936374941126,0.00701428175586732
"上記",-0.00677822887393376,0.0183327002649582,0.00544493747754835,-0.00890189764002579,-0.0341719594744332,-0.00131952519045866,-0.0164229480196127,-0.0103049131590912,-0.00865382860815904,-0.0382078184376301,-0.0292578989609339,-0.0172023193823965,0.0276921587912523,-0.00370455892902414
"上昇",0.0514950147295476,0.0268752173495129,-0.0382326748512432,-0.029343290615601,-0.000379721599923324,-0.00352751400324661,-0.022519396316143,-0.00898564175225022,0.0366414987823831,0.0227977561310155,0.0217754515446785,0.00538174795802875,0.025782214406659,0.0219694057010475
"上層",-0.0288770889680456,0.0131697261161776,0.0438568949677934,0.00809202932792559,-0.00292070527721011,0.014054886011182,0.0157150878044525,0.0151390521564055,0.00844168102669775,-0.0092649650746424,-0.00600836059528129,0.00223707164640148,-0.00537440686368857,-0.00295450834409886
"上流",-0.0192184841035731,0.0308074817294366,0.0370492051661315,-0.0267979082658477,-0.0609439355016579,0.0126288294258954,-0.00706043340885101,0.0365344417310696,-0.0264592790624947,0.00035563706584553,0.0088514258350904,-0.0467615681221844,-0.0360029804321129,0.00209430001001901
"場",0.01839538865372,0.0510101820579386,-0.151366939062499,0.0352474188376269,-0.0130695055187567,0.0379809277128814,0.0241603272888193,0.0536025519870106,-0.0570119020223785,-0.0111141290732162,0.0731572589206461,-0.0111410342875864,-0.0308962789341411,0.0178650727943282
"情報",0.0510539062780724,0.042699068604331,0.0294684494054063,-0.0194827716373103,-0.0233851415780826,0.0282371873980102,-0.0129653564145061,-0.0107370095650573,-0.00790054737744778,0.0683548987665267,-0.0137225999911611,0.000763318078694511,0.0257630684796112,-0.00838942516255247
"状",-0.0365955507365567,0.00949134498476254,0.0435109713868145,-0.0481751467656626,0.0144288249290772,0.0360107543767278,0.0314671051522747,-0.0298374999505573,0.0486970566303572,-0.0514619183127552,0.0183132975623002,0.0257112544823837,0.00578962844255893,-0.00118321252312602
"状況",0.00542679033221368,0.047849436245323,0.034576057798015,-0.0108776972455096,-0.00507226163117324,-0.000564649950136675,0.0388497358230992,-0.0109732261548106,-0.0123961894907202,-0.0114933228438616,0.00389322447721983,-0.0106722503583368,0.0416291701758752,0.000932437895185168
"状態",-0.0833138628337121,-0.0421955995353274,-0.0200981342640701,-0.0376809889027239,-0.0782044494884747,0.017316956087083,-0.0151590326796276,0.0154481356681708,0.0491630941766763,-0.00317832616986939,0.0779021932112581,-0.0161016675785933,-0.0371020698650645,0.00893270201299385
"植生調査",0.0092043104337119,-0.0015435706850933,0.0120353579527417,-0.00993126965461863,-0.032168372022194,-0.00697631048791634,0.00313874146678037,0.0467198795151085,0.0482299942159499,-0.00783309398379295,-0.0397112910827723,-0.0383134551577498,-0.0401381501649466,0.00659102818683865
"植物プランクトン",-0.0299937322629127,0.0168734284578408,0.056510268235525,0.0370974755164069,0.0216496906988353,-0.0153593931899535,-0.0044217544148693,-0.0153761639242909,0.0401878058880066,-0.00393188264654064,0.0213233831639086,0.0475802095975504,0.0421994429387508,-0.00461882544843855
"植林",-0.0093383857577275,0.0352714452627262,0.0272357146222077,-0.0313108065602622,0.0225836410019651,0.00480018050935096,-0.0407371809954375,0.0687961424015684,-0.0247355815814676,0.059724009407686,0.0304405265730939,0.0534582099699772,-0.029693080207352,0.00980647946264184
"色",0.00143267364748885,0.0411556342971054,-0.0196990550560069,0.0033033841101852,-0.00894414272532068,0.00239223320127889,-0.08195303606762,-0.0375863323058243,-0.0275713471947278,0.0355252089241539,-0.0432660209220715,-0.0427745292549131,-0.0201165405827495,0.00940915965437993
"色素",-0.0422608341116503,-0.0492839872532752,-0.053109028945826,-0.047933740716479,0.0202263502601155,-0.0120064891304859,0.010288237751765,-0.0239755307222699,0.014846074754858,0.0035337026644285,0.0138017637142042,0.00093399301899455,-0.00436589095711017,-9.13222200455689e-06
"食害",-0.00213894484224045,0.0733238758246242,-0.0232988402738983,0.0201831322261782,0.046581725642095,-0.0360077522710238,0.0437880163334783,0.0634161030249766,0.0686087224180114,-0.0226143108625594,-0.00652973610312892,0.013514616579283,-0.0960973082826133,0.0135041104732599
"食性",0.0364108927967222,0.00948512355892511,-0.0948274401492191,0.0101032697327296,-0.0326879069053394,-0.0974106530838785,-0.00809095779214218,-0.0217081678179751,0.056496096654628,-0.0176094478916322,-0.0703219846858369,-0.00930902101904697,-0.0954031730253914,0.035087753553107
"食物",-0.0438395017991695,-0.0276568373000508,0.0198894476079312,0.0195901122039013,0.0057932962687199,-0.00391018445998039,-0.0126408157133321,0.015663636143754,-0.0073673395297444,0.0301168227565679,0.0158120980956487,0.0446250520121684,0.00272584620301975,-0.00213711463398317
"食物網",-0.139161133957142,0.0433422048362157,0.0946738334350468,0.030298792913041,0.0563427286472602,0.152339470578081,-0.00598773598165521,0.0960836415915497,-0.0487028268746732,-0.0286879639238479,-0.0908359334442507,-0.0690420905288005,0.00345149998293238,0.0358448688811068
"食物連鎖",-0.0489965478815993,0.0353092641212248,0.0740693851448099,-0.0587048281762961,-0.0614817127619441,0.0511694817603821,0.0340822362371183,0.0957115068841589,-0.0412684063732705,-0.0152960887015383,-0.0163716016877587,0.0204213600711954,-0.0165591902200303,-0.0101506133567591
"新た",-0.0285644189181603,-0.0126027456587754,-0.0116567205089676,0.0220229690253352,-0.0216982943281004,-0.0139383651883264,0.057086189463359,-0.0036584071588174,0.0247339571219291,0.059496584016212,-0.0245609128971297,-0.0018125395234347,-0.0195249088121373,-0.012182422277918
"進行",0.047579382046192,-0.00105438775448086,0.0212741029755501,-0.025224609446919,0.00979588955678097,0.0081598756515272,-0.069083739722194,0.0354907583646902,0.0341959727197754,-0.0948104719398687,-0.00802452000552977,0.00590139774693253,-0.0420839685496317,0.0086988411573741
"針葉樹",0.00516168111353486,0.0197311731392741,-0.00426764157413757,-0.0048348450421763,-0.0281089962595524,-0.0266627488416725,-0.0401650432277659,-0.0288854928014867,0.00119197761623866,-0.0350209069953522,-0.00897363921998414,0.0195573017650171,0.070644633727401,-0.00486490873911092
"人為",0.00289875741385153,0.00182760653430188,0.000576663530729121,-0.0141453609288151,0.0435310537939884,0.076044884325971,0.0294421816694603,0.0185660322993529,0.0578332828684015,-0.00039766128421129,-0.0261844624709952,0.0123620974328558,-0.00213129076322741,-0.00112571966561783
"人為的",0.00852002789267531,0.0124451749625245,-0.0148762898411866,-0.0414035881761447,0.00583165554872754,-0.0610359111317262,0.0187842307170178,-0.0318150296085454,0.0182675452359048,-0.0308292228635714,0.0103381893729504,0.0297208331989142,0.00134643565093608,-0.00111441729528385
"人工",0.0176214745123321,0.0404552314203512,-0.0269136186044235,0.0156476426647649,-0.0137844214971641,0.0609505043435602,-0.0200432446297457,0.0158908288297886,-0.0255948605580553,-0.121809565327353,-0.025031653936918,0.0129885728850957,0.045254517650202,-0.0082484420538354
"人工林",-0.0303245742389635,-0.0693631252253888,-0.0271896009799858,0.0562844685661933,0.0303499680264947,-0.0760666502413001,-0.0608617722423198,0.000675969066664715,-0.0278332292934182,0.0553995253963526,-0.0919416376988107,-0.00565883923633355,-0.0546553296627875,-0.00264737158422141
"図",0.0223091688818607,-0.0148497114224418,0.0121479081518977,-0.00132645757918041,0.00585583001909745,0.00588613961370104,0.0184851189706882,-0.0293031767605095,-0.0281898437253097,-0.0133427406990619,-0.010600544944236,0.0317824241950413,-0.0307869702331392,-0.00221241243575909
"推移",-0.0103725963506512,0.0167904313041116,-0.0276175784194564,-0.0396331349666343,-0.00346947488915996,-0.00703548634560617,-0.0103242105045977,-0.0445119996723904,0.0293720370640275,0.0169600360846303,0.00717248329166046,-0.0203095648031177,-0.0300417693946137,0.00202432722867842
"推測",0.0134599054626067,-0.00690140781614253,0.00473720672483109,-0.000572286022423492,-0.0133078953178992,0.0399799310720425,-0.0293729389651509,-0.0433339041240502,-0.0120040583278597,-0.00753121440351473,-0.00679808934719955,0.00899802700780036,-0.0146316907823487,-0.00165644895294659
"推定",0.0690023708370865,0.0574119217547137,0.0257100413181332,-0.109077160338836,0.0147454598971511,0.0171423437515192,-0.0229157373776278,-0.027745185165588,0.0238120897657405,0.0471711164123566,0.112811339704839,-0.0226598906123172,-0.0365414974845031,0.0111682785579568
